D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.greenmomit.momitst/html\myAccount.html,-,com.greenmomit.momitst,-,onclick,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.greenmomit.momitst/html\register.html,-,com.greenmomit.momitst,-,onclick,-,3
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.greenmomit.momitst/html\RememberPassword.html,-,com.greenmomit.momitst,-,onclick,-,2
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.greenmomit.momitst/html\reset-password.html,-,com.greenmomit.momitst,-,onclick,-,3
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.greenmomit.momitst/html\TempStat.html,-,com.greenmomit.momitst,-,onclick,-,5
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.greenmomit.momitst/html\UsesStat.html,-,com.greenmomit.momitst,-,onclick,-,5
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.greenmomit.momitst/html\weather.html,-,com.greenmomit.momitst,-,onclick,-,3
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.homealertsapp.nest/html\index.html,-,com.homealertsapp.nest,-,onload,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.honeywell.aero.pilotgateway/html\register.html,-,com.honeywell.aero.pilotgateway,-,onblur,-,2
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.hydrawise.android2_2/html\buyonline.html,-,com.hydrawise.android2_2,-,onclick,-,2
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.hydrawise.android2_2/html\config_header.html,-,com.hydrawise.android2_2,-,onclick,-,2
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.hydrawise.android2_2/html\config_header_bs3.html,-,com.hydrawise.android2_2,-,onclick,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.hydrawise.android2_2/html\contractor1.html,-,com.hydrawise.android2_2,-,onclick,-,2
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.hydrawise.android2_2/html\details.html,-,com.hydrawise.android2_2,-,onclick,-,2
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.hydrawise.android2_2/html\flow.html,-,com.hydrawise.android2_2,-,onclick,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.hydrawise.android2_2/html\local.html,-,com.hydrawise.android2_2,-,onclick,-,7
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.hydrawise.android2_2/html\myaccount.html,-,com.hydrawise.android2_2,-,onclick,-,2
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.hydrawise.android2_2/html\zones.html,-,com.hydrawise.android2_2,-,onclick,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.hydrawise.android2_2/html\zones2.html,-,com.hydrawise.android2_2,-,onclick,-,2
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.hydrawise.android2_2/html\zones2.html,-,com.hydrawise.android2_2,-,onchange,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.i4home.livingpattern/html\alarm.html,-,com.i4home.livingpattern,-,onload,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.i4home.livingpattern/html\control.html,-,com.i4home.livingpattern,-,onload,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.i4home.livingpattern/html\device.html,-,com.i4home.livingpattern,-,onload,-,1
